,long,lat,group,order,region,subregion,generalRegion
1367,-81.33708954,39.6085701,2095,61409,ohio,washington,Southeast
1368,-81.28552246,39.60284424,2095,61410,ohio,washington,Southeast
1369,-81.28552246,39.62003326,2095,61411,ohio,washington,Southeast
1370,-81.25114441,39.62003326,2095,61412,ohio,washington,Southeast
1371,-81.25114441,39.59711456,2095,61413,ohio,washington,Southeast
1372,-81.02768707,39.58565521,2095,61414,ohio,washington,Southeast
1373,-81.02768707,39.55700684,2095,61415,ohio,washington,Southeast
1374,-81.64648438,40.68000412,2096,61417,ohio,wayne,Northeast
1375,-82.12776947,40.68000412,2096,61418,ohio,wayne,Northeast
1376,-82.12776947,41.00658798,2096,61419,ohio,wayne,Northeast
1377,-81.68087006,41.00658798,2096,61420,ohio,wayne,Northeast
1378,-81.64076233,41.00658798,2096,61421,ohio,wayne,Northeast
1379,-81.64648438,40.91491699,2096,61422,ohio,wayne,Northeast
1380,-81.64648438,40.68000412,2096,61423,ohio,wayne,Northeast
1381,-84.79775238,41.7113266,2097,61425,ohio,williams,Northwest
1382,-84.40241241,41.72278595,2097,61426,ohio,williams,Northwest
1383,-84.39668274,41.63111115,2097,61427,ohio,williams,Northwest
1384,-84.37376404,41.63111115,2097,61428,ohio,williams,Northwest
1385,-84.37376404,41.5279808,2097,61429,ohio,williams,Northwest
1386,-84.33938599,41.52225113,2097,61430,ohio,williams,Northwest
1387,-84.34511566,41.48787308,2097,61431,ohio,williams,Northwest
1388,-84.34511566,41.43058014,2097,61432,ohio,williams,Northwest
1389,-84.79775238,41.43058014,2097,61433,ohio,williams,Northwest
1390,-84.79775238,41.53944016,2097,61434,ohio,williams,Northwest
1391,-84.79775238,41.7113266,2097,61435,ohio,williams,Northwest
1392,-83.4226532,41.25868988,2098,61437,ohio,wood,Northwest
1393,-83.4226532,41.17847443,2098,61438,ohio,wood,Northwest
1394,-83.88101959,41.17274475,2098,61439,ohio,wood,Northwest
1395,-83.88674927,41.43058014,2098,61440,ohio,wood,Northwest
1396,-83.85237122,41.43058014,2098,61441,ohio,wood,Northwest
1397,-83.79507446,41.45349884,2098,61442,ohio,wood,Northwest
1398,-83.74923706,41.49360275,2098,61443,ohio,wood,Northwest
1399,-83.71485901,41.52225113,2098,61444,ohio,wood,Northwest
1400,-83.70912933,41.53944016,2098,61445,ohio,wood,Northwest
1401,-83.67475891,41.56235504,2098,61446,ohio,wood,Northwest
1402,-83.60600281,41.59673691,2098,61447,ohio,wood,Northwest
1403,-83.58308411,41.62538147,2098,61448,ohio,wood,Northwest
1404,-83.4226532,41.62538147,2098,61449,ohio,wood,Northwest
1405,-83.4226532,41.51079178,2098,61450,ohio,wood,Northwest
1406,-83.4226532,41.25868988,2098,61451,ohio,wood,Northwest
1407,-83.10752869,41.00086212,2099,61453,ohio,wyandot,Northwest
1408,-83.10179901,40.82897186,2099,61454,ohio,wyandot,Northwest
1409,-83.10179901,40.83470154,2099,61455,ohio,wyandot,Northwest
1410,-83.10179901,40.80605316,2099,61456,ohio,wyandot,Northwest
1411,-83.10179901,40.79459763,2099,61457,ohio,wyandot,Northwest
1412,-83.10752869,40.71438217,2099,61458,ohio,wyandot,Northwest
1413,-83.29660034,40.71438217,2099,61459,ohio,wyandot,Northwest
1414,-83.30233002,40.70292282,2099,61460,ohio,wyandot,Northwest
1415,-83.4226532,40.69719315,2099,61461,ohio,wyandot,Northwest
1416,-83.43411255,40.69719315,2099,61462,ohio,wyandot,Northwest
1417,-83.43411255,40.71438217,2099,61463,ohio,wyandot,Northwest
1418,-83.4914093,40.71438217,2099,61464,ohio,wyandot,Northwest
1419,-83.4914093,40.82897186,2099,61465,ohio,wyandot,Northwest
1420,-83.514328,40.82897186,2099,61466,ohio,wyandot,Northwest
1421,-83.514328,40.91491699,2099,61467,ohio,wyandot,Northwest
1422,-83.4914093,40.91491699,2099,61468,ohio,wyandot,Northwest
1423,-83.48567963,40.96648026,2099,61469,ohio,wyandot,Northwest
1424,-83.4684906,40.96648026,2099,61470,ohio,wyandot,Northwest
1425,-83.4684906,41.00658798,2099,61471,ohio,wyandot,Northwest
1426,-83.41692352,41.00086212,2099,61472,ohio,wyandot,Northwest
1427,-83.10752869,41.00086212,2099,61473,ohio,wyandot,Northwest
